station,hour,day,weather,event,passenger_count
Whitefield (Kadugodi),18,Monday,Cloudy,0,17104
Krishna Rajendra Market,22,Tuesday,Cloudy,1,12920
Pattandur Agrahara,15,Thursday,Rain,1,14766
Srirampura,7,Wednesday,Cloudy,0,10002
Mysore Road,18,Sunday,Rain,1,13519
Banashankari,15,Wednesday,Rain,0,10096
Kundalahalli,12,Tuesday,Clear,0,13199
Sri Sathya Sai Hospital,21,Thursday,Rain,0,9198
Deepanjali Nagar,20,Tuesday,Rain,0,11007
Mahalakshmi,18,Monday,Cloudy,0,23199
Deepanjali Nagar,18,Monday,Rain,1,20679
Whitefield (Kadugodi),18,Friday,Clear,0,21609
Mahakavi Kuvempu Road,9,Sunday,Cloudy,0,14406
Nagasandra,9,Monday,Rain,0,23786
Rajajinagar,6,Wednesday,Clear,0,15371
South End Circle,16,Wednesday,Clear,0,9448
Sandal Soap Factory,6,Monday,Clear,0,14695
Rashtreeya Vidyalaya Road,14,Thursday,Clear,0,14047
Pattandur Agrahara,21,Wednesday,Rain,1,10619
Mahakavi Kuvempu Road,19,Saturday,Clear,1,24168
Seetharampalya,11,Monday,Cloudy,1,12482
Krishna Rajendra Market,16,Monday,Cloudy,0,14580
Deepanjali Nagar,14,Monday,Cloudy,0,13342
Seetharampalya,9,Sunday,Clear,0,15785
Pattanagere,19,Saturday,Rain,0,15032
"Dr. B. R. Ambedkar Station, Vidhana Soudha",11,Sunday,Clear,0,11860
Dasarahalli,12,Friday,Clear,0,11273
Peenya Industry,16,Saturday,Rain,0,14185
Magadi Road,15,Monday,Rain,0,15388
Thalaghattapura,11,Saturday,Cloudy,0,11978
Jnanabharathi,6,Thursday,Clear,1,9522
Krishnarajapuram (K.R.Puram),10,Wednesday,Rain,0,14220
Swami Vivekananda Road,22,Thursday,Rain,0,9905
Pattanagere,8,Saturday,Cloudy,0,14854
Garudacharapalya,15,Thursday,Cloudy,1,14895
"Sri Balagangadharanatha Swamiji Station, Hosahalli",7,Sunday,Clear,0,8798
"Sir.M.Visvesvaraya Stn., Central College",20,Monday,Rain,0,9357
Doddakallasandra,20,Tuesday,Cloudy,0,8556
Chickpete,11,Thursday,Rain,0,14306
"Nadaprabhu Kempegowda Station, Majestic",11,Sunday,Rain,1,9333
Pattandur Agrahara,13,Sunday,Rain,0,8697
Rajarajeshwari Nagar,15,Sunday,Rain,1,15528
Konanakunte Cross,12,Tuesday,Rain,0,13722
Deepanjali Nagar,17,Sunday,Cloudy,0,12424
Peenya Industry,22,Sunday,Clear,0,10687
Baiyappanahalli,18,Monday,Cloudy,0,18840
Silk Institute,19,Tuesday,Cloudy,0,14373
Sandal Soap Factory,15,Wednesday,Cloudy,1,14458
Kundalahalli,14,Saturday,Rain,0,14803
Krishna Rajendra Market,18,Saturday,Rain,1,18718
Singayyanapalya,10,Saturday,Clear,0,8975
Pantharapalya - Nayandahalli,17,Saturday,Cloudy,1,10280
Mahakavi Kuvempu Road,6,Friday,Clear,1,10365
Lalbagh,6,Wednesday,Cloudy,0,11221
Attiguppe,13,Thursday,Cloudy,0,14736
Baiyappanahalli,10,Monday,Rain,0,10848
Yeshwanthpur,18,Monday,Clear,0,13573
Lalbagh,13,Friday,Rain,1,15039
Mantri Square Sampige Road,13,Thursday,Clear,0,8725
Baiyappanahalli,17,Thursday,Clear,0,12480
Rashtreeya Vidyalaya Road,14,Saturday,Cloudy,0,11357
Jayaprakash Nagar,7,Friday,Cloudy,1,11111
"Sir.M.Visvesvaraya Stn., Central College",9,Saturday,Cloudy,1,14556
Kundalahalli,7,Thursday,Rain,1,10224
Krishnarajapuram (K.R.Puram),7,Monday,Rain,0,8680
Srirampura,17,Saturday,Clear,1,12187
Pantharapalya - Nayandahalli,6,Sunday,Cloudy,0,15024
Nagasandra,16,Sunday,Cloudy,1,13273
Whitefield (Kadugodi),6,Tuesday,Cloudy,0,13822
Whitefield (Kadugodi),6,Sunday,Clear,0,9837
Krantivira Sangolli Rayanna Railway Station,22,Tuesday,Clear,0,13412
Silk Institute,12,Wednesday,Clear,0,12681
Thalaghattapura,16,Friday,Rain,0,9125
Kundalahalli,15,Friday,Clear,0,11456
Mantri Square Sampige Road,6,Wednesday,Rain,0,9136
"Sir.M.Visvesvaraya Stn., Central College",14,Sunday,Clear,0,14127
Magadi Road,18,Thursday,Rain,0,13809
Kadugodi Tree Park,10,Sunday,Clear,0,10637
Yelachenahalli,14,Sunday,Rain,0,9690
Nagasandra,14,Monday,Cloudy,1,11782
Goraguntepalya,17,Sunday,Rain,0,9629
"Sri Balagangadharanatha Swamiji Station, Hosahalli",18,Monday,Cloudy,0,23170
Magadi Road,6,Wednesday,Clear,0,14178
Kengeri,21,Thursday,Rain,1,12349
"Dr. B. R. Ambedkar Station, Vidhana Soudha",19,Tuesday,Clear,0,20434
National College,22,Wednesday,Clear,0,14965
Rajajinagar,13,Friday,Rain,1,14645
Dasarahalli,18,Thursday,Clear,1,22602
Garudacharapalya,17,Sunday,Rain,0,10352
Jalahalli,9,Thursday,Cloudy,0,17451
Pattanagere,13,Thursday,Rain,0,10675
Mantri Square Sampige Road,16,Friday,Cloudy,1,9424
Yelachenahalli,19,Saturday,Cloudy,0,18113
Cubbon Park,8,Saturday,Cloudy,1,19388
Jalahalli,11,Wednesday,Cloudy,0,13893
Indiranagar,17,Saturday,Clear,0,9665
Silk Institute,13,Wednesday,Rain,0,12401
Jnanabharathi,21,Sunday,Rain,0,8546
Lalbagh,19,Tuesday,Rain,0,21167
Jayaprakash Nagar,19,Monday,Rain,1,18479
Krishnarajapuram (K.R.Puram),22,Friday,Rain,0,11406
Mahakavi Kuvempu Road,9,Monday,Clear,0,13556
Indiranagar,10,Wednesday,Rain,0,12126
Thalaghattapura,10,Monday,Rain,0,11049
"Nadaprabhu Kempegowda Station, Majestic",12,Wednesday,Clear,0,12924
Rashtreeya Vidyalaya Road,17,Saturday,Clear,0,9830
Seetharampalya,22,Saturday,Clear,0,15245
Banashankari,7,Thursday,Clear,1,13975
Sandal Soap Factory,13,Monday,Rain,0,10975
Nallurhalli,21,Thursday,Cloudy,1,9206
Vijayanagar,17,Monday,Cloudy,0,13334
Indiranagar,7,Sunday,Rain,1,12788
Jayanagar,17,Sunday,Rain,0,10837
Kundalahalli,14,Monday,Cloudy,0,9494
Halasuru,12,Sunday,Rain,0,11338
Silk Institute,9,Tuesday,Clear,0,18945
Jayaprakash Nagar,12,Wednesday,Rain,0,9210
Banashankari,11,Monday,Cloudy,0,13728
Jayanagar,11,Sunday,Rain,0,13601
Rashtreeya Vidyalaya Road,13,Wednesday,Cloudy,0,9265
Lalbagh,11,Sunday,Cloudy,0,13700
Yeshwanthpur,17,Friday,Clear,0,11634
Attiguppe,20,Tuesday,Cloudy,1,11695
Deepanjali Nagar,21,Saturday,Cloudy,0,8841
Rashtreeya Vidyalaya Road,22,Thursday,Rain,1,9187
Peenya Industry,8,Monday,Rain,0,19738
Swami Vivekananda Road,14,Tuesday,Cloudy,0,11328
Hoodi,18,Wednesday,Rain,0,16453
Kundalahalli,14,Friday,Clear,0,10246
Halasuru,11,Monday,Rain,0,14772
Krantivira Sangolli Rayanna Railway Station,7,Thursday,Clear,0,10245
Seetharampalya,19,Friday,Clear,0,15617
Hopefarm Channasandra,12,Wednesday,Rain,0,10433
Vijayanagar,15,Wednesday,Clear,0,14763
Chickpete,12,Thursday,Rain,0,15406
National College,15,Sunday,Rain,0,14969
"Nadaprabhu Kempegowda Station, Majestic",19,Monday,Rain,1,19832
Mahalakshmi,15,Sunday,Clear,1,10329
Mantri Square Sampige Road,15,Monday,Clear,0,14836
Banashankari,18,Friday,Cloudy,0,21616
"Sir.M.Visvesvaraya Stn., Central College",22,Friday,Rain,0,10622
Jalahalli,7,Tuesday,Rain,0,9686
Sri Sathya Sai Hospital,14,Thursday,Clear,1,9232
Doddakallasandra,7,Sunday,Cloudy,0,13681
Peenya,9,Saturday,Cloudy,1,16712
Indiranagar,15,Saturday,Clear,0,14499
Attiguppe,18,Monday,Clear,0,23239
Srirampura,6,Wednesday,Rain,0,11811
Chickpete,11,Friday,Rain,1,11285
Singayyanapalya,9,Wednesday,Cloudy,0,16840
Jnanabharathi,20,Wednesday,Clear,0,13824
Singayyanapalya,15,Friday,Cloudy,0,11311
Yeshwanthpur,20,Friday,Rain,0,15612
"Sri Balagangadharanatha Swamiji Station, Hosahalli",6,Friday,Clear,1,11499
Yeshwanthpur,7,Saturday,Cloudy,1,13777
Indiranagar,14,Saturday,Rain,0,15480
Seetharampalya,18,Friday,Rain,0,19179
Thalaghattapura,6,Thursday,Cloudy,0,9819
Pattandur Agrahara,20,Saturday,Rain,1,10781
Halasuru,16,Thursday,Rain,0,13625
"Sir.M.Visvesvaraya Stn., Central College",19,Wednesday,Rain,0,22445
Jalahalli,7,Thursday,Rain,0,9809
Goraguntepalya,11,Saturday,Cloudy,0,14345
Baiyappanahalli,14,Wednesday,Rain,0,13809
Vijayanagar,22,Friday,Clear,0,14806
Krantivira Sangolli Rayanna Railway Station,20,Thursday,Rain,0,15394
Mysore Road,19,Friday,Cloudy,0,15379
Seetharampalya,12,Thursday,Cloudy,0,14693
Peenya,22,Sunday,Rain,1,14223
Kengeri Bus Terminal,20,Friday,Cloudy,0,9018
Sri Sathya Sai Hospital,17,Tuesday,Clear,0,10363
Jayanagar,16,Sunday,Clear,0,9844
Seetharampalya,14,Sunday,Clear,0,14960
Sri Sathya Sai Hospital,9,Sunday,Clear,0,18555
Whitefield (Kadugodi),12,Thursday,Cloudy,0,15548
Yelachenahalli,11,Saturday,Clear,0,9202
Krishnarajapuram (K.R.Puram),21,Monday,Cloudy,0,14024
Jayaprakash Nagar,18,Wednesday,Cloudy,1,19232
Pantharapalya - Nayandahalli,8,Thursday,Rain,0,16705
Pattandur Agrahara,16,Sunday,Rain,0,11052
Hoodi,20,Monday,Rain,0,11573
South End Circle,7,Wednesday,Cloudy,1,12584
Banashankari,11,Sunday,Cloudy,0,8843
Singayyanapalya,21,Friday,Clear,0,10070
Rajajinagar,18,Wednesday,Rain,0,22853
Thalaghattapura,12,Saturday,Cloudy,0,14384
Seetharampalya,20,Thursday,Cloudy,0,9169
Nagasandra,15,Sunday,Cloudy,0,11553
National College,16,Thursday,Cloudy,0,10329
Halasuru,18,Friday,Cloudy,0,16275
Kadugodi Tree Park,22,Sunday,Clear,0,12987
Kundalahalli,12,Sunday,Cloudy,0,13271
Trinity,16,Friday,Clear,0,14750
Rashtreeya Vidyalaya Road,21,Wednesday,Cloudy,0,11546
Vajarahalli,19,Sunday,Clear,0,20460
Kundalahalli,21,Wednesday,Cloudy,0,15275
Swami Vivekananda Road,15,Tuesday,Rain,0,9551
Thalaghattapura,18,Wednesday,Clear,0,17319
Sri Sathya Sai Hospital,16,Saturday,Cloudy,0,13401
Jayaprakash Nagar,15,Tuesday,Clear,0,13948
Pattandur Agrahara,21,Sunday,Clear,0,12228
Jnanabharathi,22,Thursday,Rain,0,8514
Chickpete,17,Monday,Clear,1,12021
Yelachenahalli,18,Thursday,Rain,0,14483
Cubbon Park,18,Friday,Clear,0,24264
Jayaprakash Nagar,21,Thursday,Cloudy,1,14245
Chickpete,21,Tuesday,Cloudy,1,11358
Baiyappanahalli,10,Tuesday,Clear,0,12147
Nallurhalli,9,Friday,Clear,0,15196
Mahakavi Kuvempu Road,16,Sunday,Cloudy,0,14690
Kengeri Bus Terminal,22,Monday,Cloudy,0,8599
Kengeri,20,Tuesday,Clear,0,10382
Kengeri,14,Wednesday,Cloudy,0,11495
Mahakavi Kuvempu Road,7,Friday,Clear,0,12560
Hopefarm Channasandra,17,Monday,Rain,0,13356
Cubbon Park,20,Friday,Cloudy,0,9926
Cubbon Park,10,Friday,Cloudy,0,14888
Nallurhalli,13,Friday,Clear,0,12948
Magadi Road,6,Friday,Cloudy,0,12705
Mahatma Gandhi Road,16,Wednesday,Rain,1,14306
Sandal Soap Factory,10,Friday,Rain,0,14298
Jayanagar,10,Thursday,Clear,0,15266
Mysore Road,13,Sunday,Cloudy,1,10177
Pattandur Agrahara,18,Thursday,Rain,0,24442
Magadi Road,7,Sunday,Cloudy,0,14313
Rajajinagar,20,Saturday,Clear,0,11526
Whitefield (Kadugodi),13,Monday,Clear,0,12403
Chickpete,18,Wednesday,Rain,0,19356
Vijayanagar,15,Monday,Clear,1,11896
Jnanabharathi,14,Saturday,Rain,0,9143
National College,9,Monday,Clear,0,17611
Thalaghattapura,9,Wednesday,Cloudy,0,20961
Peenya Industry,14,Monday,Cloudy,1,12160
Baiyappanahalli,6,Wednesday,Clear,0,8866
Trinity,11,Sunday,Cloudy,0,12294
Jayanagar,8,Thursday,Clear,0,17565
Nagasandra,6,Wednesday,Cloudy,0,14265
Jayaprakash Nagar,15,Thursday,Rain,0,9620
Dasarahalli,19,Sunday,Rain,0,16621
Sandal Soap Factory,14,Tuesday,Rain,0,14222
Jayanagar,13,Friday,Clear,1,8816
Pantharapalya - Nayandahalli,11,Saturday,Clear,0,14153
"Dr. B. R. Ambedkar Station, Vidhana Soudha",13,Monday,Clear,0,11090
Lalbagh,15,Tuesday,Clear,0,14162
Mahatma Gandhi Road,7,Monday,Cloudy,0,14626
Nallurhalli,6,Wednesday,Cloudy,1,15148
Chickpete,11,Sunday,Clear,1,14792
"Sri Balagangadharanatha Swamiji Station, Hosahalli",12,Thursday,Clear,1,14598
Nallurhalli,8,Monday,Clear,0,24078
Pattanagere,17,Saturday,Rain,0,12094
Krishnarajapuram (K.R.Puram),17,Thursday,Cloudy,0,13488
Indiranagar,12,Sunday,Clear,0,13538
Jalahalli,18,Wednesday,Clear,1,22690
Swami Vivekananda Road,17,Wednesday,Rain,0,10637
Konanakunte Cross,20,Tuesday,Rain,1,13026
Pattanagere,19,Tuesday,Clear,0,22637
Rajarajeshwari Nagar,17,Thursday,Rain,0,13869
"Sir.M.Visvesvaraya Stn., Central College",21,Thursday,Cloudy,0,9101
Yelachenahalli,7,Wednesday,Rain,0,12586
Mysore Road,8,Tuesday,Clear,0,23525
Peenya Industry,19,Tuesday,Cloudy,0,16099
Vijayanagar,14,Wednesday,Rain,0,9603
Deepanjali Nagar,17,Friday,Cloudy,0,8743
Mahatma Gandhi Road,11,Sunday,Cloudy,1,14322
Vajarahalli,18,Wednesday,Rain,0,16968
Kengeri Bus Terminal,22,Wednesday,Cloudy,1,14832
South End Circle,12,Friday,Clear,0,15126
Vijayanagar,8,Sunday,Cloudy,0,19791
Mantri Square Sampige Road,16,Thursday,Cloudy,0,12104
Jalahalli,21,Saturday,Cloudy,0,15540
Trinity,19,Wednesday,Clear,0,14923
Cubbon Park,9,Friday,Clear,0,22826
Chickpete,7,Sunday,Rain,1,10357
Konanakunte Cross,11,Friday,Cloudy,1,15280
Mysore Road,18,Wednesday,Clear,1,19408
Mantri Square Sampige Road,21,Saturday,Cloudy,0,11097
Attiguppe,9,Monday,Clear,0,16191
Thalaghattapura,7,Tuesday,Clear,1,15232
Konanakunte Cross,13,Friday,Cloudy,0,10508
Banashankari,20,Saturday,Cloudy,0,12022
Krishnarajapuram (K.R.Puram),21,Friday,Clear,1,11188
Pattanagere,22,Monday,Rain,0,12695
Attiguppe,10,Friday,Clear,0,10688
Kundalahalli,20,Friday,Clear,1,12614
Nagasandra,8,Wednesday,Rain,0,16844
"Dr. B. R. Ambedkar Station, Vidhana Soudha",17,Wednesday,Cloudy,0,9776
National College,10,Friday,Rain,1,15418
Rashtreeya Vidyalaya Road,9,Friday,Clear,0,18275
Srirampura,14,Tuesday,Cloudy,0,14209
Pattanagere,14,Monday,Rain,1,14619
Hoodi,6,Sunday,Clear,0,9535
Banashankari,15,Saturday,Clear,0,13653
Rajajinagar,9,Wednesday,Cloudy,0,21478
Jnanabharathi,13,Monday,Clear,0,9760
Yeshwanthpur,6,Sunday,Rain,0,8436
Rashtreeya Vidyalaya Road,11,Tuesday,Cloudy,0,9501
Thalaghattapura,7,Monday,Rain,0,14918
Yeshwanthpur,17,Monday,Cloudy,0,9681
Pattanagere,17,Monday,Rain,1,14255
"Sri Balagangadharanatha Swamiji Station, Hosahalli",11,Sunday,Cloudy,0,14986
Kadugodi Tree Park,17,Monday,Clear,0,9541
Yelachenahalli,17,Wednesday,Rain,0,12623
Sandal Soap Factory,17,Friday,Cloudy,0,14765
Sandal Soap Factory,14,Friday,Cloudy,0,9954
Pattandur Agrahara,22,Tuesday,Cloudy,0,10859
Trinity,22,Saturday,Cloudy,0,12874
Jalahalli,6,Monday,Clear,1,11200
Goraguntepalya,20,Sunday,Rain,0,11789
Sandal Soap Factory,20,Tuesday,Clear,0,9876
Konanakunte Cross,6,Tuesday,Cloudy,0,10476
Lalbagh,16,Wednesday,Rain,1,12439
Srirampura,16,Saturday,Clear,0,12093
Jnanabharathi,10,Saturday,Rain,0,8837
Hopefarm Channasandra,6,Saturday,Cloudy,0,14170
Swami Vivekananda Road,6,Sunday,Rain,0,11456
Jalahalli,20,Friday,Rain,0,15325
Whitefield (Kadugodi),13,Tuesday,Clear,0,13595
Sandal Soap Factory,10,Wednesday,Rain,0,14371
Kengeri,6,Saturday,Clear,1,10482
Yelachenahalli,16,Monday,Clear,1,11361
Sandal Soap Factory,11,Saturday,Cloudy,0,11633
"Sri Balagangadharanatha Swamiji Station, Hosahalli",14,Sunday,Rain,0,13535
Jalahalli,15,Thursday,Clear,0,12689
Sri Sathya Sai Hospital,16,Thursday,Rain,1,15309
Jalahalli,21,Tuesday,Clear,0,11302
Mantri Square Sampige Road,9,Saturday,Cloudy,0,21453
Mahatma Gandhi Road,10,Friday,Clear,0,14469
Magadi Road,16,Sunday,Clear,0,11230
Sandal Soap Factory,10,Saturday,Clear,0,9033
Indiranagar,10,Monday,Cloudy,1,10147
Jayanagar,11,Saturday,Rain,0,12556
Cubbon Park,14,Saturday,Clear,1,14735
Vajarahalli,14,Thursday,Cloudy,0,14580
Mahakavi Kuvempu Road,6,Wednesday,Clear,0,14741
Kengeri,17,Sunday,Cloudy,0,14462
Baiyappanahalli,6,Tuesday,Rain,0,13534
Jalahalli,17,Monday,Cloudy,0,10476
Deepanjali Nagar,21,Wednesday,Rain,0,15403
Seetharampalya,19,Sunday,Clear,0,21520
Swami Vivekananda Road,21,Friday,Cloudy,0,14516
Mysore Road,19,Wednesday,Rain,0,22077
Kadugodi Tree Park,15,Monday,Cloudy,0,9482
Silk Institute,19,Thursday,Rain,0,22896
Trinity,18,Thursday,Clear,0,22540
Pattandur Agrahara,15,Saturday,Rain,0,13431
Krantivira Sangolli Rayanna Railway Station,10,Thursday,Cloudy,0,12875
Hopefarm Channasandra,17,Saturday,Cloudy,0,9635
Jayanagar,15,Sunday,Rain,0,14162
Jnanabharathi,15,Monday,Cloudy,0,10470
Jnanabharathi,21,Wednesday,Clear,0,8657
Vajarahalli,22,Thursday,Clear,0,10597
"Sri Balagangadharanatha Swamiji Station, Hosahalli",21,Thursday,Clear,0,9968
Mahalakshmi,12,Monday,Clear,0,12904
Banashankari,17,Thursday,Rain,0,9824
Cubbon Park,22,Friday,Rain,0,11692
Kengeri Bus Terminal,18,Saturday,Cloudy,0,24761
Halasuru,15,Tuesday,Cloudy,0,9950
Nallurhalli,19,Tuesday,Cloudy,0,22238
Nallurhalli,16,Wednesday,Rain,0,13061
Pattandur Agrahara,13,Monday,Cloudy,0,12092
Halasuru,19,Saturday,Rain,0,23763
Srirampura,8,Saturday,Rain,0,22656
Mahatma Gandhi Road,8,Sunday,Cloudy,0,24550
Hoodi,22,Thursday,Clear,0,14335
Jnanabharathi,8,Wednesday,Rain,1,24164
Mysore Road,16,Tuesday,Clear,0,8904
Silk Institute,12,Saturday,Clear,0,9350
Rajarajeshwari Nagar,11,Monday,Rain,0,13578
Baiyappanahalli,15,Sunday,Clear,0,10838
Dasarahalli,6,Sunday,Cloudy,1,11919
Kengeri,8,Saturday,Rain,0,19069
Trinity,8,Saturday,Rain,0,19316
Singayyanapalya,10,Sunday,Clear,1,15508
Rajajinagar,22,Sunday,Rain,0,9704
Seetharampalya,12,Sunday,Clear,0,11624
Mahatma Gandhi Road,10,Thursday,Cloudy,1,13153
Sandal Soap Factory,18,Monday,Cloudy,0,22380
"Sri Balagangadharanatha Swamiji Station, Hosahalli",18,Wednesday,Rain,0,20083
Thalaghattapura,9,Thursday,Clear,0,23556
Peenya,14,Sunday,Cloudy,0,12630
South End Circle,8,Sunday,Rain,1,19662
Hoodi,14,Wednesday,Rain,0,13687
"Sri Balagangadharanatha Swamiji Station, Hosahalli",14,Thursday,Rain,0,12662
National College,20,Sunday,Cloudy,0,8551
Hoodi,10,Thursday,Clear,0,10195
Sri Sathya Sai Hospital,20,Tuesday,Rain,1,12349
Jayaprakash Nagar,19,Tuesday,Rain,0,22688
Jayanagar,8,Sunday,Cloudy,0,14542
Goraguntepalya,21,Tuesday,Cloudy,0,8819
Kengeri Bus Terminal,13,Friday,Rain,0,11070
Magadi Road,7,Thursday,Rain,0,14167
Indiranagar,21,Thursday,Clear,0,10781
Yeshwanthpur,10,Tuesday,Clear,0,9439
Rajajinagar,21,Friday,Cloudy,0,13617
Singayyanapalya,17,Wednesday,Clear,0,9232
Rashtreeya Vidyalaya Road,12,Tuesday,Cloudy,0,12361
Jnanabharathi,9,Friday,Rain,1,20686
National College,8,Saturday,Clear,0,16877
Hopefarm Channasandra,21,Saturday,Rain,0,11977
Srirampura,21,Sunday,Cloudy,0,10294
Konanakunte Cross,18,Monday,Clear,0,20149
Pattandur Agrahara,12,Saturday,Cloudy,0,15507
Halasuru,13,Tuesday,Clear,1,11286
Jayanagar,17,Thursday,Cloudy,1,15315
Nallurhalli,22,Wednesday,Clear,0,10473
Rajarajeshwari Nagar,12,Thursday,Rain,0,12575
Kengeri Bus Terminal,7,Sunday,Cloudy,0,9878
Pattandur Agrahara,8,Sunday,Clear,0,23559
Seetharampalya,16,Sunday,Cloudy,1,11076
"Sri Balagangadharanatha Swamiji Station, Hosahalli",9,Wednesday,Clear,1,21305
Mahatma Gandhi Road,17,Sunday,Cloudy,1,9032
Krishna Rajendra Market,21,Tuesday,Cloudy,0,11037
Mahatma Gandhi Road,21,Friday,Clear,0,15512
Kengeri Bus Terminal,14,Wednesday,Cloudy,0,12233
Goraguntepalya,20,Saturday,Clear,0,12025
Indiranagar,18,Tuesday,Rain,1,13848
Pattandur Agrahara,10,Friday,Rain,0,9847
Goraguntepalya,13,Wednesday,Clear,0,11734
Singayyanapalya,15,Tuesday,Clear,1,8966
National College,21,Saturday,Cloudy,0,14866
"Sri Balagangadharanatha Swamiji Station, Hosahalli",17,Sunday,Cloudy,0,14390
Magadi Road,10,Saturday,Clear,0,9943
Pattanagere,22,Tuesday,Rain,0,11307
Konanakunte Cross,18,Wednesday,Clear,0,13547
Trinity,18,Wednesday,Cloudy,0,24484
Singayyanapalya,20,Saturday,Rain,0,12021
Sandal Soap Factory,15,Thursday,Clear,0,12153
Sandal Soap Factory,19,Monday,Rain,0,17731
"Sri Balagangadharanatha Swamiji Station, Hosahalli",16,Saturday,Rain,1,11673
Mahakavi Kuvempu Road,11,Friday,Cloudy,0,13505
Krantivira Sangolli Rayanna Railway Station,19,Monday,Rain,0,15550
Silk Institute,14,Monday,Cloudy,0,12212
Pattandur Agrahara,6,Sunday,Clear,0,15593
Cubbon Park,22,Monday,Rain,0,13436
Silk Institute,14,Tuesday,Cloudy,0,12830
Hoodi,14,Tuesday,Clear,0,9678
Vijayanagar,14,Sunday,Rain,0,15290
Krantivira Sangolli Rayanna Railway Station,22,Friday,Rain,0,11986
"Sri Balagangadharanatha Swamiji Station, Hosahalli",16,Monday,Rain,0,12612
Srirampura,19,Tuesday,Clear,0,25008
Rajajinagar,16,Sunday,Clear,1,12737
Vijayanagar,9,Thursday,Rain,1,23722
Rajarajeshwari Nagar,6,Sunday,Rain,0,14769
Doddakallasandra,10,Wednesday,Cloudy,0,11443
Banashankari,8,Sunday,Rain,1,20927
National College,22,Friday,Cloudy,0,15466
Yeshwanthpur,16,Monday,Clear,1,9528
Rajajinagar,19,Friday,Cloudy,0,19415
Garudacharapalya,14,Wednesday,Cloudy,0,14070
Kengeri,12,Tuesday,Cloudy,0,11908
Jnanabharathi,12,Saturday,Rain,0,12910
"Sri Balagangadharanatha Swamiji Station, Hosahalli",9,Friday,Rain,0,24479
"Nadaprabhu Kempegowda Station, Majestic",19,Sunday,Clear,0,19230
Pantharapalya - Nayandahalli,6,Wednesday,Cloudy,1,12730
Peenya Industry,11,Friday,Cloudy,0,13142
Jayaprakash Nagar,14,Sunday,Clear,0,9581
Mahalakshmi,10,Monday,Rain,0,10546
Kadugodi Tree Park,20,Sunday,Cloudy,0,11993
Mahatma Gandhi Road,11,Friday,Cloudy,1,15051
"Sir.M.Visvesvaraya Stn., Central College",7,Saturday,Cloudy,1,12678
Kengeri Bus Terminal,10,Thursday,Clear,0,14417
Kengeri Bus Terminal,14,Tuesday,Cloudy,0,13628
Kengeri,11,Thursday,Rain,0,11553
Pattanagere,12,Monday,Cloudy,0,13701
Jalahalli,9,Monday,Clear,0,15038
Krantivira Sangolli Rayanna Railway Station,18,Sunday,Cloudy,0,13496
Goraguntepalya,14,Saturday,Cloudy,0,15563
Baiyappanahalli,20,Saturday,Cloudy,0,14627
Mahatma Gandhi Road,22,Sunday,Cloudy,0,12046
Seetharampalya,15,Monday,Cloudy,1,10618
"Sir.M.Visvesvaraya Stn., Central College",14,Wednesday,Rain,1,10725
Magadi Road,15,Sunday,Rain,0,12813
Mysore Road,20,Saturday,Clear,0,9105
Jayanagar,17,Saturday,Clear,1,13612
Peenya Industry,18,Friday,Clear,0,20081
Jayaprakash Nagar,6,Wednesday,Rain,0,12398
Dasarahalli,18,Monday,Rain,0,22180
Kadugodi Tree Park,19,Sunday,Cloudy,1,19611
"Sri Balagangadharanatha Swamiji Station, Hosahalli",13,Thursday,Clear,0,10509
Seetharampalya,7,Wednesday,Clear,0,10545
Trinity,19,Saturday,Rain,0,14234
"Dr. B. R. Ambedkar Station, Vidhana Soudha",22,Monday,Clear,1,15607
Attiguppe,11,Sunday,Clear,0,9515
Kundalahalli,10,Friday,Clear,0,14889
Banashankari,18,Sunday,Cloudy,0,19753
Kengeri Bus Terminal,15,Monday,Cloudy,0,12708
Mahatma Gandhi Road,21,Wednesday,Cloudy,0,14814
"Dr. B. R. Ambedkar Station, Vidhana Soudha",11,Wednesday,Cloudy,1,14329
"Sri Balagangadharanatha Swamiji Station, Hosahalli",14,Tuesday,Rain,1,14788
Banashankari,21,Friday,Rain,0,9151
Dasarahalli,16,Friday,Cloudy,0,15222
Baiyappanahalli,8,Tuesday,Cloudy,0,16897
Cubbon Park,15,Saturday,Rain,0,14741
Mahakavi Kuvempu Road,16,Tuesday,Clear,0,9742
National College,10,Sunday,Clear,0,13541
Rashtreeya Vidyalaya Road,18,Thursday,Rain,0,15771
Halasuru,21,Sunday,Rain,0,15065
Indiranagar,12,Wednesday,Rain,0,11009
Jayaprakash Nagar,17,Friday,Rain,1,9276
Pattanagere,22,Friday,Clear,1,10619
Kadugodi Tree Park,10,Friday,Clear,0,11140
Mantri Square Sampige Road,19,Sunday,Rain,0,22455
Halasuru,8,Monday,Rain,0,18909
Garudacharapalya,11,Tuesday,Rain,0,9322
Jayanagar,20,Friday,Cloudy,0,8723
Rashtreeya Vidyalaya Road,18,Friday,Clear,1,14764
Peenya Industry,11,Sunday,Rain,1,13451
Sandal Soap Factory,18,Friday,Cloudy,0,15885
Mahatma Gandhi Road,19,Saturday,Clear,0,16780
Yelachenahalli,19,Tuesday,Clear,0,16569
Hopefarm Channasandra,12,Saturday,Cloudy,0,12358
Trinity,12,Sunday,Clear,0,9996
Kundalahalli,21,Sunday,Rain,1,12690
Kengeri,18,Thursday,Clear,1,22618
